## Mon Dec  5 20:47:01 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0000460.UP000070043_KXH71253.1	439481.Aboo_0423	2.34e-69	222.0	COG1608@1|root,arCOG00860@2157|Archaea,2XSUI@28890|Euryarchaeota,3F2Y8@33867|unclassified Euryarchaeota	28890|Euryarchaeota	I	Catalyzes the formation of isopentenyl diphosphate (IPP), the building block of all isoprenoids	argB1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016114,GO:0016740,GO:0016772,GO:0016776,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0102043,GO:1901576	2.7.4.26	ko:K06981	ko00900,ko01110,ko01130,map00900,map01110,map01130	-	R10093	RC00002	ko00000,ko00001,ko01000	-	-	-	AA_kinase
OG0000461.UP000070043_KXH71267.1	453591.Igni_0532	2.76e-123	365.0	COG0430@1|root,arCOG04125@2157|Archaea,2XPT6@28889|Crenarchaeota	28889|Crenarchaeota	J	Catalyzes the conversion of 3'-phosphate to a 2',3'- cyclic phosphodiester at the end of RNA. The mechanism of action of the enzyme occurs in 3 steps (A) adenylation of the enzyme by ATP	rtcA	GO:0003674,GO:0003824,GO:0003963,GO:0009975,GO:0016874,GO:0016886,GO:0140098	6.5.1.4	ko:K01974	-	-	-	-	ko00000,ko01000	-	-	-	RTC,RTC_insert
OG0000462.UP000070043_KXH73629.1	177437.HRM2_43030	1.16e-99	308.0	COG1775@1|root,COG1775@2|Bacteria,1NKED@1224|Proteobacteria,42NFZ@68525|delta/epsilon subdivisions,2WMBX@28221|Deltaproteobacteria,2MJN6@213118|Desulfobacterales	28221|Deltaproteobacteria	E	PFAM 2-hydroxyglutaryl-CoA dehydratase, D-component	-	-	-	-	-	-	-	-	-	-	-	-	HGD-D
OG0000464.UP000070043_KXH76059.1	1162668.LFE_1964	2.46e-32	125.0	COG1402@1|root,COG1402@2|Bacteria	2|Bacteria	I	creatininase	-	-	3.5.2.10	ko:K01470	ko00330,map00330	-	R01884	RC00615	ko00000,ko00001,ko01000	-	-	-	Creatininase
OG0000466.UP000070043_KXH76355.1	326427.Cagg_2553	2.1e-11	70.1	COG1647@1|root,COG1647@2|Bacteria,2G909@200795|Chloroflexi,3761F@32061|Chloroflexia	32061|Chloroflexia	S	PFAM alpha beta hydrolase fold	-	-	3.1.1.1	ko:K03928	-	-	-	-	ko00000,ko01000	-	-	-	Hydrolase_4
OG0000467.UP000070043_KXH77027.1	335543.Sfum_1818	1.96e-24	93.6	COG3360@1|root,COG3360@2|Bacteria,1Q2I5@1224|Proteobacteria,42VRR@68525|delta/epsilon subdivisions,2WRD2@28221|Deltaproteobacteria,2MS5T@213462|Syntrophobacterales	28221|Deltaproteobacteria	S	Dodecin	-	-	-	ko:K09165	-	-	-	-	ko00000	-	-	-	Dodecin
OG0000470.UP000070149_KXH70387.1	1118054.CAGW01000033_gene4056	3.81e-09	62.8	COG0111@1|root,COG0111@2|Bacteria,1TQ7W@1239|Firmicutes,4HDEC@91061|Bacilli,26WIR@186822|Paenibacillaceae	91061|Bacilli	EH	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	-	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C
OG0000471.UP000070149_KXH70596.1	1236689.MMALV_05270	8.12e-20	89.0	COG0454@1|root,arCOG00839@2157|Archaea	2157|Archaea	K	COG0454 Histone acetyltransferase HPA2 and related acetyltransferases	yyaI	-	2.3.1.1	ko:K00619	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R00259	RC00004,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetyltransf_10
OG0000474.UP000070043_KXH69760.1	694429.Pyrfu_1605	9.5e-53	174.0	COG1676@1|root,arCOG01701@2157|Archaea,2XQJB@28889|Crenarchaeota	28889|Crenarchaeota	J	Endonuclease that removes tRNA introns. Cleaves pre-tRNA at the 5'- and 3'-splice sites to release the intron. The products are an intron and two tRNA half-molecules bearing 2',3' cyclic phosphate and 5'-OH termini. Recognizes a pseudosymmetric substrate in which 2 bulged loops of 3 bases are separated by a stem of 4 bp	endA	GO:0000213,GO:0000379,GO:0000394,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0004549,GO:0006139,GO:0006388,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:0140101,GO:1901360	4.6.1.16	ko:K01170	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_int_endo,tRNA_int_endo_N
OG0000475.UP000070043_KXH70329.1	1382356.JQMP01000003_gene2290	4.86e-12	72.8	COG0101@1|root,COG0101@2|Bacteria,2G6PE@200795|Chloroflexi,27YAN@189775|Thermomicrobia	189775|Thermomicrobia	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	-	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
OG0000476.UP000070043_KXH70341.1	273057.SSO1046	7.92e-67	214.0	COG1100@1|root,arCOG01225@2157|Archaea,2XQ2Q@28889|Crenarchaeota	28889|Crenarchaeota	S	ATP binding protein	-	-	-	ko:K06883	-	-	-	-	ko00000	-	-	-	ATP_bind_1
OG0000477.UP000070043_KXH71165.1	5759.rna_EHI_109570-1	1.05e-09	66.6	COG0639@1|root,KOG0375@2759|Eukaryota	2759|Eukaryota	T	calcium-dependent protein serine/threonine phosphatase activity	-	-	3.1.3.16	ko:K04348	ko04010,ko04020,ko04022,ko04114,ko04218,ko04310,ko04360,ko04370,ko04380,ko04650,ko04658,ko04659,ko04660,ko04662,ko04720,ko04724,ko04728,ko04921,ko04922,ko04924,ko05010,ko05014,ko05031,ko05152,ko05166,ko05167,map04010,map04020,map04022,map04114,map04218,map04310,map04360,map04370,map04380,map04650,map04658,map04659,map04660,map04662,map04720,map04724,map04728,map04921,map04922,map04924,map05010,map05014,map05031,map05152,map05166,map05167	-	-	-	ko00000,ko00001,ko01000,ko01009	-	-	-	Metallophos
OG0000479.UP000070043_KXH74668.1	374847.Kcr_1247	1.2e-83	270.0	COG0124@1|root,arCOG00404@2157|Archaea	2157|Archaea	J	Belongs to the class-II aminoacyl-tRNA synthetase family	hisS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_His
OG0000480.UP000070043_KXH76809.1	644281.MFS40622_0826	3.18e-148	435.0	COG1029@1|root,arCOG01499@2157|Archaea,2XTPW@28890|Euryarchaeota,23Q0U@183939|Methanococci	183939|Methanococci	C	TIGRFAM formylmethanofuran dehydrogenase subunit B	-	-	1.2.7.12	ko:K00201	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00567	R03015,R08060	RC00197,RC00323	ko00000,ko00001,ko00002,ko01000	-	-	-	Molybdopterin
OG0000481.UP000070043_KXH77356.1	1183377.Py04_1440	0.0	1296.0	COG0085@1|root,arCOG01762@2157|Archaea,2XU1X@28890|Euryarchaeota,24327@183968|Thermococci	183968|Thermococci	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoB	-	2.7.7.6	ko:K13798	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
OG0000482.UP000070043_KXH77522.1	647113.Metok_1149	4.17e-39	133.0	COG0361@1|root,arCOG01179@2157|Archaea,2XXX0@28890|Euryarchaeota,23QZQ@183939|Methanococci	183939|Methanococci	J	Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits	eif1a	-	-	ko:K03236	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	eIF-1a
OG0000483.UP000070043_KXH77524.1	1449126.JQKL01000011_gene3554	2.33e-35	126.0	COG1342@1|root,COG1342@2|Bacteria,1V5RE@1239|Firmicutes,25CFP@186801|Clostridia,269FZ@186813|unclassified Clostridiales	186801|Clostridia	S	Protein of unknown function  DUF134	-	-	-	-	-	-	-	-	-	-	-	-	DUF134
OG0000484.UP000070043_KXH77707.1	1070774.J07HN4v3_01548	4.27e-13	76.6	COG1467@1|root,arCOG04110@2157|Archaea,2XUZF@28890|Euryarchaeota,23TPF@183963|Halobacteria	183963|Halobacteria	L	Catalytic subunit of DNA primase, an RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication. The small subunit contains the primase catalytic core and has DNA synthesis activity on its own. Binding to the large subunit stabilizes and modulates the activity, increasing the rate of DNA synthesis while decreasing the length of the DNA fragments, and conferring RNA synthesis capability. The DNA polymerase activity may enable DNA primase to also catalyze primer extension after primer synthesis. May also play a role in DNA repair	priS	-	-	ko:K02683	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DNA_primase_S
OG0000487.UP000070043_KXH78084.1	439481.Aboo_0956	1.8e-59	193.0	COG0164@1|root,arCOG04121@2157|Archaea,2XWYC@28890|Euryarchaeota,3F2N8@33867|unclassified Euryarchaeota	28890|Euryarchaeota	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03470	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_HII
OG0000488.UP000070043_KXH78093.1	1041930.Mtc_0280	1.14e-60	201.0	COG0517@1|root,arCOG00600@2157|Archaea,2XU4J@28890|Euryarchaeota,2N994@224756|Methanomicrobia	224756|Methanomicrobia	S	PFAM CBS domain containing protein	-	-	-	-	-	-	-	-	-	-	-	-	CBS
OG0000490.UP000070149_KXH74122.1	720554.Clocl_3980	6.47e-165	481.0	COG0215@1|root,COG0215@2|Bacteria,1TP9D@1239|Firmicutes,247KS@186801|Clostridia,3WHD2@541000|Ruminococcaceae	186801|Clostridia	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	-	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
OG0000491.UP000070149_KXH74305.1	1118054.CAGW01000024_gene451	1.4e-129	389.0	COG0624@1|root,COG0624@2|Bacteria,1TP2D@1239|Firmicutes,4HB9G@91061|Bacilli,26SYE@186822|Paenibacillaceae	91061|Bacilli	E	peptidase M20	dapE	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20
OG0000494.UP000315391_TFF96745.1	358396.C445_09960	6.45e-14	74.3	COG1405@1|root,arCOG01981@2157|Archaea,2XSYE@28890|Euryarchaeota,23SMK@183963|Halobacteria	183963|Halobacteria	K	Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB)	tfbA5	-	-	ko:K03124	ko03022,ko05169,ko05203,map03022,map05169,map05203	-	-	-	ko00000,ko00001,ko03021	-	-	-	TFIIB,TF_Zn_Ribbon
OG0000496.UP000070043_KXH70115.1	1198449.ACAM_0933	3.24e-31	124.0	COG1650@1|root,arCOG01616@2157|Archaea,2XPQP@28889|Crenarchaeota	28889|Crenarchaeota	J	D-aminoacyl-tRNA deacylase with broad substrate specificity. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo	dtdA	-	3.1.1.96	ko:K09716	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_deacylase
OG0000497.UP000070043_KXH70330.1	81824.XP_001744070.1	6.96e-11	68.6	KOG1969@1|root,KOG1969@2759|Eukaryota,38BRP@33154|Opisthokonta	33154|Opisthokonta	O	ATP binding	CHTF18	GO:0000003,GO:0000070,GO:0000228,GO:0000278,GO:0000280,GO:0000724,GO:0000725,GO:0000785,GO:0000790,GO:0000819,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005657,GO:0005694,GO:0005737,GO:0005739,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006275,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0007064,GO:0007127,GO:0007131,GO:0007140,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0008283,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010556,GO:0010557,GO:0010604,GO:0016043,GO:0019219,GO:0019222,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031390,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0035753,GO:0035825,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043570,GO:0043596,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0044703,GO:0045005,GO:0045935,GO:0046483,GO:0048232,GO:0048285,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048609,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051171,GO:0051173,GO:0051276,GO:0051321,GO:0051338,GO:0051347,GO:0051704,GO:0051716,GO:0051983,GO:0051985,GO:0060255,GO:0061982,GO:0065007,GO:0065009,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090329,GO:0098813,GO:0140013,GO:0140014,GO:1900262,GO:1900264,GO:1901360,GO:1901576,GO:1903046,GO:1903047,GO:2000112,GO:2000278,GO:2000573	-	ko:K11269	-	-	-	-	ko00000,ko03036	-	-	-	AAA
OG0000498.UP000070043_KXH71113.1	1191523.MROS_1378	2.72e-182	521.0	COG0499@1|root,COG0499@2|Bacteria	2|Bacteria	H	adenosylhomocysteinase activity	ahcY	-	3.3.1.1	ko:K01251	ko00270,ko01100,map00270,map01100	M00035	R00192,R04936	RC00056,RC00069,RC01161,RC01243	ko00000,ko00001,ko00002,ko01000,ko01009,ko04147	-	-	-	AdoHcyase,AdoHcyase_NAD
OG0000499.UP000070043_KXH71285.1	272844.PAB1498	6.25e-111	330.0	COG0540@1|root,arCOG00911@2157|Archaea,2XSZ7@28890|Euryarchaeota,242WA@183968|Thermococci	183968|Thermococci	F	Aspartate carbamoyltransferase	pyrB	GO:0003674,GO:0003824,GO:0004070,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
OG0000500.UP000070043_KXH71294.1	243232.MJ_1636	2.01e-105	318.0	COG3252@1|root,arCOG02675@2157|Archaea,2XUB2@28890|Euryarchaeota,23Q6B@183939|Methanococci	183939|Methanococci	H	Catalyzes the reversible interconversion of 5-formyl- H(4)MPT to methenyl-H(4)MPT(	mch	-	3.5.4.27	ko:K01499	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00567	R03464	RC01870	ko00000,ko00001,ko00002,ko01000	-	-	-	MCH
OG0000502.UP000070043_KXH71509.1	679926.Mpet_1738	3.59e-16	73.2	COG2012@1|root,arCOG04258@2157|Archaea,2Y0EY@28890|Euryarchaeota,2NA20@224756|Methanomicrobia	224756|Methanomicrobia	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoH	-	2.7.7.6	ko:K03053	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	RNA_pol_Rpb5_C
OG0000503.UP000070043_KXH71884.1	1307761.L21SP2_1037	4e-202	581.0	COG0013@1|root,COG0013@2|Bacteria,2J5G2@203691|Spirochaetes	203691|Spirochaetes	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
OG0000504.UP000070043_KXH72523.1	224325.AF_2406	5.08e-164	503.0	COG1205@1|root,arCOG00555@2157|Archaea,2XTPR@28890|Euryarchaeota,245V4@183980|Archaeoglobi	183980|Archaeoglobi	L	DEAD DEAH box helicase domain protein	-	-	-	ko:K06877	-	-	-	-	ko00000	-	-	-	DEAD,DUF1998,Helicase_C
OG0000505.UP000070043_KXH72762.1	638302.HMPREF0908_1491	7.37e-110	328.0	COG1703@1|root,COG1703@2|Bacteria,1TQT4@1239|Firmicutes,4H1WI@909932|Negativicutes	909932|Negativicutes	E	LAO AO transport system	argK	-	-	ko:K07588	-	-	-	-	ko00000,ko01000	-	-	-	ArgK
OG0000506.UP000070043_KXH74240.1	368408.Tpen_0269	2.19e-214	607.0	COG1690@1|root,arCOG04246@2157|Archaea,2XPMA@28889|Crenarchaeota	28889|Crenarchaeota	L	Belongs to the RtcB family	rtcB	GO:0000394,GO:0003674,GO:0003824,GO:0006139,GO:0006388,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008380,GO:0008452,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016886,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:1901360	6.5.1.3	ko:K14415	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RtcB
OG0000507.UP000070043_KXH74287.1	925409.KI911562_gene2239	6.09e-108	324.0	COG0205@1|root,COG0205@2|Bacteria,4NF8F@976|Bacteroidetes,1IPUF@117747|Sphingobacteriia	976|Bacteroidetes	G	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	pfkA	-	2.7.1.11	ko:K00850	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230	M00001,M00345	R00756,R03236,R03237,R03238,R03239,R04779	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000,ko01009,ko03019	-	-	-	PFK
OG0000510.UP000070043_KXH75927.1	711393.AYRX01000079_gene5313	1.96e-09	60.1	COG1051@1|root,COG1051@2|Bacteria,2IJ4K@201174|Actinobacteria	201174|Actinobacteria	F	NUDIX domain	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
OG0000511.UP000070043_KXH76520.1	880073.Calab_3589	3.8e-51	171.0	COG1386@1|root,COG1386@2|Bacteria,2NPPM@2323|unclassified Bacteria	2|Bacteria	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	scpB	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
OG0000513.UP000070043_KXH77016.1	635013.TherJR_1489	2.57e-275	793.0	COG0249@1|root,COG0249@2|Bacteria,1TPRJ@1239|Firmicutes,248GI@186801|Clostridia,260PA@186807|Peptococcaceae	186801|Clostridia	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS	-	-	ko:K03555	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V
OG0000514.UP000070043_KXH77407.1	195522.BD01_0617	5.36e-45	149.0	COG1358@1|root,arCOG01751@2157|Archaea,2XX4C@28890|Euryarchaeota,2444W@183968|Thermococci	183968|Thermococci	J	Multifunctional RNA-binding protein that recognizes the K-turn motif in ribosomal RNA, the RNA component of RNase P, box H ACA, box C D and box C' D' sRNAs	rpl7ae	GO:0000470,GO:0000966,GO:0001682,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034471,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0099116,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02936	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03009,ko03011	-	-	-	Ribosomal_L7Ae
OG0000515.UP000070043_KXH77527.1	420247.Msm_0511	1.22e-35	126.0	COG1601@1|root,arCOG01640@2157|Archaea,2XTVZ@28890|Euryarchaeota,23P0P@183925|Methanobacteria	183925|Methanobacteria	J	eIF-2 functions in the early steps of protein synthesis by forming a ternary complex with GTP and initiator tRNA	eif2b	-	-	ko:K03238	ko03013,map03013	-	-	-	ko00000,ko00001,ko01009,ko03012	-	-	-	eIF-5_eIF-2B
OG0000516.UP000070043_KXH77557.1	399550.Smar_0629	2.39e-52	172.0	COG0197@1|root,arCOG04113@2157|Archaea,2XQ8E@28889|Crenarchaeota	28889|Crenarchaeota	J	Belongs to the universal ribosomal protein uL16 family	rpl10e	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02866	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L16
