## Tue May 28 12:57:38 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0000256.UP000321408_QEE14571.1	1405.DJ92_4308	5.99e-55	178.0	COG1335@1|root,COG1335@2|Bacteria,1V8ER@1239|Firmicutes,4HIZB@91061|Bacilli,1ZQ6U@1386|Bacillus	91061|Bacilli	Q	Isochorismatase family	phzA	-	-	-	-	-	-	-	-	-	-	-	Isochorismatase
OG0000258.UP000321408_QEE14592.1	1408254.T458_09100	1.24e-126	372.0	COG0604@1|root,COG0604@2|Bacteria,1TQ0M@1239|Firmicutes,4HA8M@91061|Bacilli,26QXS@186822|Paenibacillaceae	91061|Bacilli	C	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N_2
OG0000260.UP000321408_QEE14619.1	439235.Dalk_3208	1.43e-22	92.0	2DMZP@1|root,32UMQ@2|Bacteria,1N3K9@1224|Proteobacteria,42UFA@68525|delta/epsilon subdivisions,2WQ9Z@28221|Deltaproteobacteria,2MNTS@213118|Desulfobacterales	28221|Deltaproteobacteria	S	Protein of unknown function (DUF3795)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3795
OG0000261.UP000321408_QEE14642.1	410358.Mlab_0048	2.25e-29	114.0	COG1014@1|root,arCOG01603@2157|Archaea,2XYDT@28890|Euryarchaeota,2NATP@224756|Methanomicrobia	224756|Methanomicrobia	C	TIGRFAM pyruvate ketoisovalerate oxidoreductase, gamma subunit	porC-2	-	1.2.7.1	ko:K00172	ko00010,ko00020,ko00620,ko00633,ko00640,ko00650,ko00680,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00633,map00640,map00650,map00680,map00720,map01100,map01120,map01130,map01200	M00173,M00307,M00374,M00620	R01196,R01199,R08034	RC00004,RC00250,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	POR
OG0000262.UP000321408_QEE14643.1	593117.TGAM_0266	1.23e-28	107.0	COG1144@1|root,arCOG01605@2157|Archaea,2Y02N@28890|Euryarchaeota,244AY@183968|Thermococci	183968|Thermococci	C	4Fe-4S dicluster domain	vorD	-	1.2.7.7	ko:K00188	ko00280,ko01100,map00280,map01100	-	R07160,R08566,R08567	RC00004,RC02833,RC02856	br01601,ko00000,ko00001,ko01000	-	-	-	Fer4
OG0000263.UP000321408_QEE14645.1	933262.AXAM01000042_gene1823	1.34e-99	302.0	COG1013@1|root,COG1013@2|Bacteria,1MUY9@1224|Proteobacteria,42MQY@68525|delta/epsilon subdivisions,2WJGJ@28221|Deltaproteobacteria,2MJ2R@213118|Desulfobacterales	28221|Deltaproteobacteria	C	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	-	-	1.2.7.1	ko:K00170	ko00010,ko00020,ko00620,ko00633,ko00640,ko00650,ko00680,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00633,map00640,map00650,map00680,map00720,map01100,map01120,map01130,map01200	M00173,M00307,M00374,M00620	R01196,R01199,R08034	RC00004,RC00250,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C
OG0000265.UP000321408_QEE14653.1	1487921.DP68_01000	0.0	909.0	COG0646@1|root,COG1410@1|root,COG0646@2|Bacteria,COG1410@2|Bacteria,1TPYV@1239|Firmicutes,248JB@186801|Clostridia,36DUH@31979|Clostridiaceae	186801|Clostridia	E	Methionine synthase	metH	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,B12-binding_2,Pterin_bind,S-methyl_trans
OG0000269.UP000321408_QEE14751.1	1009370.ALO_16097	7.67e-59	191.0	COG1760@1|root,COG1760@2|Bacteria,1U8TZ@1239|Firmicutes,4H4A3@909932|Negativicutes	909932|Negativicutes	E	L-serine dehydratase, iron-sulfur-dependent, beta subunit	sdaAB	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	ACT,SDH_beta
OG0000271.UP000321408_QEE14764.1	1236541.BALL01000024_gene2949	7.18e-13	75.9	COG1801@1|root,COG1801@2|Bacteria,1MU7F@1224|Proteobacteria,1RSAG@1236|Gammaproteobacteria,2QB4I@267890|Shewanellaceae	1236|Gammaproteobacteria	S	Protein of unknown function DUF72	yecE	-	-	-	-	-	-	-	-	-	-	-	DUF72
OG0000272.UP000321408_QEE14805.1	980584.AFPB01000174_gene1574	1.27e-10	69.7	COG3177@1|root,COG3177@2|Bacteria,4NF0H@976|Bacteroidetes,1HZFZ@117743|Flavobacteriia	976|Bacteroidetes	S	Domain of unknown function (DUF4172)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4172,Fic
OG0000273.UP000321408_QEE14833.1	1041930.Mtc_1754	1.36e-55	186.0	COG1718@1|root,arCOG01180@2157|Archaea,2XU2H@28890|Euryarchaeota,2N9ET@224756|Methanomicrobia	224756|Methanomicrobia	T	serine threonine protein kinase	-	-	2.7.11.1	ko:K07178	ko03008,map03008	-	-	-	ko00000,ko00001,ko01000,ko01001,ko03009	-	-	-	RIO1
OG0000275.UP000321408_QEE14910.1	1056495.Calag_0014	1.59e-93	295.0	COG1236@1|root,arCOG00541@2157|Archaea,2XPVA@28889|Crenarchaeota	28889|Crenarchaeota	J	PFAM beta-lactamase domain protein	-	-	-	ko:K07577	-	-	-	-	ko00000	-	-	-	Beta-Casp,Lactamase_B,Lactamase_B_6,RMMBL
OG0000278.UP000321408_QEE14938.1	1343739.PAP_07820	9.18e-95	307.0	COG0343@1|root,COG1370@1|root,arCOG00989@2157|Archaea,arCOG00991@2157|Archaea,2XTFH@28890|Euryarchaeota,242PR@183968|Thermococci	183968|Thermococci	J	Exchanges the guanine residue with 7-cyano-7- deazaguanine (preQ0) at position 15 in the dihydrouridine loop (D- loop) of archaeal tRNAs	tgtA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046116,GO:0046483,GO:0055086,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.48	ko:K18779	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PUA,TGT,TGT_C1,TGT_C2
OG0000282.UP000321408_QEE15047.1	1033810.HLPCO_002490	8.88e-71	225.0	COG0300@1|root,COG0300@2|Bacteria	2|Bacteria	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	adh_short
OG0000283.UP000321408_QEE15049.1	529709.PYCH_15080	1.36e-28	107.0	COG1917@1|root,arCOG02994@2157|Archaea,2XZAN@28890|Euryarchaeota,2446X@183968|Thermococci	183968|Thermococci	S	AraC-like ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
OG0000289.UP000321408_QEE15124.1	656519.Halsa_1019	1e-140	422.0	COG1070@1|root,COG1070@2|Bacteria,1TQ1I@1239|Firmicutes,247NR@186801|Clostridia	186801|Clostridia	G	Psort location Cytoplasmic, score 8.87	-	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
OG0000294.UP000321408_QEE15183.1	515635.Dtur_1811	3.35e-135	393.0	COG0667@1|root,COG0667@2|Bacteria	2|Bacteria	C	Aldo Keto reductase	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
OG0000298.UP000321408_QEE15204.1	247490.KSU1_C0605	3.85e-65	211.0	COG0300@1|root,COG0300@2|Bacteria,2IZMH@203682|Planctomycetes	203682|Planctomycetes	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	ko:K07124	-	-	-	-	ko00000	-	-	-	adh_short
OG0000302.UP000321408_QEE15252.1	1121289.JHVL01000001_gene1915	2.48e-214	635.0	COG2217@1|root,COG2217@2|Bacteria,1TP5S@1239|Firmicutes,247MW@186801|Clostridia,36DJE@31979|Clostridiaceae	186801|Clostridia	P	ATPase, P-type (transporting), HAD superfamily, subfamily IC	copA	-	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,HMA,Hydrolase
OG0000305.UP000321408_QEE15288.1	1343739.PAP_03305	1.17e-211	607.0	COG0674@1|root,arCOG01606@2157|Archaea,2XSUJ@28890|Euryarchaeota,243RK@183968|Thermococci	183968|Thermococci	C	Pyruvate ferredoxin/flavodoxin oxidoreductase	-	-	1.2.7.11,1.2.7.3	ko:K00174	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00009,M00011,M00173,M00620	R01196,R01197	RC00004,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	POR,POR_N
OG0000308.UP000321408_QEE15297.1	177437.HRM2_17530	3.92e-197	561.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,42MK5@68525|delta/epsilon subdivisions,2WJ3Z@28221|Deltaproteobacteria,2MHKF@213118|Desulfobacterales	28221|Deltaproteobacteria	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
OG0000312.UP000321408_QEE15431.1	1459636.NTE_01192	2.17e-217	620.0	COG0459@1|root,arCOG01257@2157|Archaea,41SDG@651137|Thaumarchaeota	651137|Thaumarchaeota	O	PFAM TCP-1 cpn60 chaperonin family	-	-	-	ko:K22447	-	-	-	-	ko00000,ko03110	-	-	-	Cpn60_TCP1
OG0000318.UP000321408_QEE15563.1	1173022.Cri9333_0222	4.42e-93	285.0	COG0384@1|root,COG0384@2|Bacteria,1G0Y0@1117|Cyanobacteria,1H7VM@1150|Oscillatoriales	1117|Cyanobacteria	S	TIGRFAM phenazine biosynthesis protein PhzF family	-	-	5.3.3.17	ko:K06998	ko00405,ko01130,ko02024,map00405,map01130,map02024	M00835	-	-	ko00000,ko00001,ko00002,ko01000	-	-	-	PhzC-PhzF
OG0000319.UP000321408_QEE15605.1	177437.HRM2_40920	2.31e-99	301.0	COG1032@1|root,COG1032@2|Bacteria,1P9J0@1224|Proteobacteria,42MWG@68525|delta/epsilon subdivisions,2WIV5@28221|Deltaproteobacteria,2MI1A@213118|Desulfobacterales	28221|Deltaproteobacteria	C	PFAM Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
OG0000320.UP000321408_QEE15615.1	373903.Hore_14670	6.48e-35	124.0	COG0394@1|root,COG0394@2|Bacteria,1V3JW@1239|Firmicutes,24HBX@186801|Clostridia,3WBTU@53433|Halanaerobiales	186801|Clostridia	T	Low molecular weight phosphatase family	arsC	-	1.20.4.1	ko:K03741	-	-	-	-	ko00000,ko01000	-	-	-	LMWPc
OG0000321.UP000321408_QEE15640.1	639282.DEFDS_0470	1e-201	578.0	COG0518@1|root,COG0519@1|root,COG0518@2|Bacteria,COG0519@2|Bacteria,2GEZG@200930|Deferribacteres	200930|Deferribacteres	F	Catalyzes the synthesis of GMP from XMP	guaA	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase,GMP_synt_C,NAD_synthase
OG0000324.UP000321408_QEE15689.1	1183377.Py04_1586	1.04e-147	436.0	COG0541@1|root,arCOG01228@2157|Archaea,2XTWX@28890|Euryarchaeota,24377@183968|Thermococci	183968|Thermococci	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	srp54	-	3.6.5.4	ko:K03106	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko01000,ko02044	3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9	-	-	SRP54,SRP54_N,SRP_SPB
OG0000328.UP000321408_QEE15757.1	1385511.N783_11325	7.01e-68	222.0	COG1173@1|root,COG1173@2|Bacteria,1TP4R@1239|Firmicutes,4HBB9@91061|Bacilli,2Y8V6@289201|Pontibacillus	91061|Bacilli	U	ABC transporter permease	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_1,OppC_N
OG0000330.UP000321408_QEE15794.1	931276.Cspa_c46180	1.95e-122	365.0	COG0028@1|root,COG0028@2|Bacteria,1TSJZ@1239|Firmicutes,24AIU@186801|Clostridia,36F1Y@31979|Clostridiaceae	186801|Clostridia	EH	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	aepY	-	4.1.1.82	ko:K09459	ko00440,ko01100,ko01120,ko01130,map00440,map01100,map01120,map01130	-	R04053	RC00506	ko00000,ko00001,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_N
OG0000331.UP000321408_QEE15795.1	656519.Halsa_0038	1.48e-196	558.0	COG0615@1|root,COG2513@1|root,COG0615@2|Bacteria,COG2513@2|Bacteria,1TQVY@1239|Firmicutes,24AC5@186801|Clostridia	186801|Clostridia	GM	phosphoenolpyruvate	aepX	-	5.4.2.9	ko:K01841	ko00440,ko01100,ko01120,ko01130,map00440,map01100,map01120,map01130	-	R00661	RC02792	ko00000,ko00001,ko01000	-	-	-	CTP_transf_like,NTP_transf_3,PEP_mutase
OG0000332.UP000321408_QEE15796.1	1121930.AQXG01000001_gene1099	2.56e-111	332.0	COG1171@1|root,COG1171@2|Bacteria,4NEY2@976|Bacteroidetes,1IUV5@117747|Sphingobacteriia	976|Bacteroidetes	E	Pyridoxal-phosphate dependent enzyme	ilvA	-	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
OG0000334.UP000321408_QEE15894.1	521674.Plim_3596	5.82e-55	183.0	COG2120@1|root,COG2120@2|Bacteria,2IZ0B@203682|Planctomycetes	203682|Planctomycetes	S	GlcNAc-PI de-N-acetylase	-	-	-	ko:K01463	-	-	-	-	ko00000,ko01000	-	-	-	PIG-L
OG0000338.UP000321408_QEE15948.1	679926.Mpet_1013	2.02e-119	361.0	COG4826@1|root,arCOG04933@2157|Archaea,2XV8M@28890|Euryarchaeota,2NA7C@224756|Methanomicrobia	224756|Methanomicrobia	O	PFAM proteinase inhibitor I4 serpin	-	-	-	ko:K13963	ko05146,map05146	-	-	-	ko00000,ko00001	-	-	-	Serpin
OG0000340.UP000321408_QEE16076.1	86416.Clopa_1094	1.08e-68	217.0	COG1136@1|root,COG1136@2|Bacteria,1TPBJ@1239|Firmicutes,248EZ@186801|Clostridia,36DXW@31979|Clostridiaceae	186801|Clostridia	V	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
OG0000342.UP000321408_QEE16081.1	112098.XP_008606811.1	4.86e-135	409.0	COG1574@1|root,2QSHE@2759|Eukaryota	2759|Eukaryota	S	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_3
OG0000343.UP000321408_QEE16091.1	1304885.AUEY01000004_gene909	2.55e-117	353.0	COG1250@1|root,COG1250@2|Bacteria,1MU9P@1224|Proteobacteria,42PBC@68525|delta/epsilon subdivisions,2WM7S@28221|Deltaproteobacteria,2MHZ4@213118|Desulfobacterales	28221|Deltaproteobacteria	C	PFAM 3-hydroxyacyl-CoA dehydrogenase domain protein	-	-	1.1.1.157	ko:K00074	ko00360,ko00362,ko00650,ko01100,ko01120,map00360,map00362,map00650,map01100,map01120	-	R01976,R05576,R06941	RC00029,RC00117	ko00000,ko00001,ko01000	-	-	-	3HCDH,3HCDH_N
OG0000344.UP000321408_QEE16126.1	935837.JAEK01000026_gene1728	2.69e-87	276.0	COG0123@1|root,COG0123@2|Bacteria,1TQF7@1239|Firmicutes,4HBTF@91061|Bacilli,1ZC2K@1386|Bacillus	91061|Bacilli	BQ	histone deacetylase	acuC	-	-	ko:K04768	-	-	-	-	ko00000	-	-	iYO844.BSU29710	Hist_deacetyl
OG0000346.UP000321408_QEE16152.1	565033.GACE_2184	1.36e-105	348.0	COG1204@1|root,arCOG00553@2157|Archaea,2XSV4@28890|Euryarchaeota,245U5@183980|Archaeoglobi	183980|Archaeoglobi	L	DNA-dependent ATPase and 3'-5' DNA helicase that may be involved in repair of stalled replication forks	hel308	-	-	ko:K03726	-	-	-	-	ko00000,ko01000	-	-	-	DEAD,Helicase_C
OG0000355.UP000321408_QEE16366.1	411464.DESPIG_00587	4.11e-75	236.0	COG0047@1|root,COG0047@2|Bacteria,1MU4Y@1224|Proteobacteria,42MNY@68525|delta/epsilon subdivisions,2WJ6C@28221|Deltaproteobacteria,2M9TG@213115|Desulfovibrionales	28221|Deltaproteobacteria	F	CobB/CobQ-like glutamine amidotransferase domain	purQ	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase_5
OG0000358.UP000321408_QEE16457.1	351160.RCIX529	1.42e-83	270.0	COG1602@1|root,arCOG04269@2157|Archaea,2XTEQ@28890|Euryarchaeota,2N9FP@224756|Methanomicrobia	224756|Methanomicrobia	S	Archaeal Nre, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Nre_C,Nre_N
OG0000360.UP000321408_QEE16500.1	342949.PNA2_1957	6.88e-47	171.0	COG0144@1|root,arCOG00973@2157|Archaea,2XUFZ@28890|Euryarchaeota,2438X@183968|Thermococci	183968|Thermococci	J	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	-	-	-	-	-	-	-	-	-	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N
OG0000361.UP000321408_QEE16502.1	247490.KSU1_C1165	1.22e-76	240.0	COG0388@1|root,COG0388@2|Bacteria,2IXKW@203682|Planctomycetes	203682|Planctomycetes	S	PFAM Nitrilase cyanide hydratase and apolipoprotein N-acyltransferase	-	-	3.5.1.6	ko:K01431	ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100	M00046	R00905,R04666,R08228	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	CN_hydrolase
OG0000366.UP000321408_QEE16574.1	1183377.Py04_0642	1.27e-19	89.4	COG0558@1|root,arCOG00670@2157|Archaea,2XZF4@28890|Euryarchaeota,243EB@183968|Thermococci	183968|Thermococci	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	-	-	2.7.8.39	ko:K17884	-	-	R10464	RC00002,RC00078	ko00000,ko01000	-	-	-	CDP-OH_P_transf
OG0000367.UP000321408_QEE16586.1	96561.Dole_2635	4.01e-83	265.0	COG1148@1|root,COG1148@2|Bacteria,1N26U@1224|Proteobacteria,43BRX@68525|delta/epsilon subdivisions,2WKFG@28221|Deltaproteobacteria,2MJAN@213118|Desulfobacterales	28221|Deltaproteobacteria	C	4Fe-4S binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4
OG0000370.UP000321408_QEE16687.1	186497.PF1732	3.99e-11	60.5	COG1522@1|root,arCOG01117@2157|Archaea,2Y1HH@28890|Euryarchaeota,244RQ@183968|Thermococci	183968|Thermococci	K	Lrp/AsnC ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg
OG0000371.UP000321408_QEE16724.1	1229172.JQFA01000002_gene2125	9.29e-25	104.0	COG1266@1|root,COG1266@2|Bacteria	2|Bacteria	V	CAAX protease self-immunity	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
OG0000375.UP000321408_QEE16896.1	56780.SYN_00351	1.91e-29	124.0	COG1456@1|root,COG1456@2|Bacteria,1R6BH@1224|Proteobacteria,42NKF@68525|delta/epsilon subdivisions,2WJ72@28221|Deltaproteobacteria	28221|Deltaproteobacteria	C	PFAM CO dehydrogenase acetyl-CoA synthase delta subunit, TIM barrel	-	-	2.1.1.245	ko:K00197	ko00680,ko00720,ko01120,ko01200,map00680,map00720,map01120,map01200	M00357,M00377,M00422	R09096,R10219,R10243	RC00004,RC00113,RC02977	ko00000,ko00001,ko00002,ko01000	-	-	-	CdhD
OG0000379.UP000321408_QEE17058.1	374847.Kcr_1262	1.29e-103	318.0	COG0674@1|root,arCOG01607@2157|Archaea	2157|Archaea	C	PFAM pyruvate flavodoxin ferredoxin oxidoreductase domain protein	-	-	1.2.7.11,1.2.7.3	ko:K00174	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00009,M00011,M00173,M00620	R01196,R01197	RC00004,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	PFOR_II,POR_N
OG0000380.UP000321408_QEE17059.1	243232.MJ_0537	1.87e-81	253.0	COG1013@1|root,arCOG01599@2157|Archaea,2XUSE@28890|Euryarchaeota,23QFB@183939|Methanococci	183939|Methanococci	C	PFAM thiamine pyrophosphate protein domain protein TPP-binding	korB	-	1.2.7.11,1.2.7.3	ko:K00175	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00009,M00011,M00173,M00620	R01196,R01197	RC00004,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C
OG0000381.UP000321408_QEE17060.1	767817.Desgi_3041	4.49e-31	118.0	COG1014@1|root,COG1014@2|Bacteria,1V3RG@1239|Firmicutes,24I3Y@186801|Clostridia,26231@186807|Peptococcaceae	186801|Clostridia	C	PFAM Pyruvate ferredoxin flavodoxin oxidoreductase	-	-	1.2.7.3	ko:K00177	ko00020,ko00720,ko01100,ko01120,ko01200,map00020,map00720,map01100,map01120,map01200	M00009,M00011,M00173,M00620	R01197	RC00004,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	POR
OG0000382.UP000321408_QEE17091.1	945713.IALB_2926	2.17e-103	307.0	COG0588@1|root,COG0588@2|Bacteria	2|Bacteria	G	phosphoglycerate mutase activity	gpmA	GO:0003674,GO:0003824,GO:0004619,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009894,GO:0009987,GO:0010675,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0031323,GO:0031329,GO:0032787,GO:0034248,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0043455,GO:0043456,GO:0043470,GO:0043471,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046538,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902031	5.4.2.11	ko:K01834	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	His_Phos_1
OG0000383.UP000321408_QEE17095.1	1307761.L21SP2_0399	1.57e-103	323.0	COG0477@1|root,COG2814@2|Bacteria	2|Bacteria	EGP	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
